Date,Total Vehicle Sales,Domestic Auto Production,15-Year Fixed Rate Mortgage Average in the United States,30-Year Fixed Rate Mortgage Average in the United States,Employment Level,Unemployment Rate,"Inflation, consumer prices for the United States",Federal Funds Effective Rate,"Trade Balance: Goods and Services, Balance of Payments Basis",Consumer Price Index for All Urban Consumers: All Items in U.S. City Average,M1,M2,Industrial Production: Total Index,US_Manufacturing_PMI,New One Family Houses Sold,S&P CoreLogic Case-Shiller U.S. National Home Price Index,All-Transactions House Price Index for the United States,New Privately-Owned Housing Units Started: Total Units,GC=F,CL=F,BZ=F,NG=F,RB=F
16/08/2011,12.604,257.7,3.5,4.32,139942.0,9.0,3.156841568622,0.1,-45052.0,226.545,2115.4,9525.1,95.0974,468947.0,299.0,139.306,311.85,585.0,1782.4000244140625,86.6500015258789,109.91000366210938,3.931999921798706,2.853800058364868
17/08/2011,12.604,257.7,3.5,4.32,139942.0,9.0,3.156841568622,0.1,-45052.0,226.545,2115.4,9525.1,95.0974,468947.0,299.0,139.306,311.85,585.0,1791.199951171875,87.58000183105469,110.5999984741211,3.933000087738037,2.870300054550171
18/08/2011,12.604,257.7,3.36,4.15,139942.0,9.0,3.156841568622,0.1,-45052.0,226.545,2115.4,9525.1,95.0974,468947.0,299.0,139.306,311.85,585.0,1818.9000244140625,82.37999725341797,106.98999786376953,3.8919999599456787,2.7832000255584717
19/08/2011,12.604,257.7,3.36,4.15,139942.0,9.0,3.156841568622,0.1,-45052.0,226.545,2115.4,9525.1,95.0974,468947.0,299.0,139.306,311.85,585.0,1848.9000244140625,82.26000213623047,108.62000274658203,3.940000057220459,2.841200113296509
22/08/2011,12.604,257.7,3.36,4.15,139942.0,9.0,3.156841568622,0.1,-45052.0,226.545,2115.4,9525.1,95.0974,468947.0,299.0,139.306,311.85,585.0,1888.699951171875,84.12000274658203,108.36000061035156,3.8889999389648438,2.835099935531616
23/08/2011,12.604,257.7,3.36,4.15,139942.0,9.0,3.156841568622,0.1,-45052.0,226.545,2115.4,9525.1,95.0974,468947.0,299.0,139.306,311.85,585.0,1858.300048828125,85.44000244140625,109.30999755859375,3.993000030517578,2.8766000270843506
24/08/2011,12.604,257.7,3.36,4.15,139942.0,9.0,3.156841568622,0.1,-45052.0,226.545,2115.4,9525.1,95.0974,468947.0,299.0,139.306,311.85,585.0,1754.0999755859375,85.16000366210938,110.1500015258789,3.921999931335449,2.8784000873565674
25/08/2011,12.604,257.7,3.44,4.22,139942.0,9.0,3.156841568622,0.1,-45052.0,226.545,2115.4,9525.1,95.0974,468947.0,299.0,139.306,311.85,585.0,1759.800048828125,85.30000305175781,110.1500015258789,3.930999994277954,2.967900037765503
26/08/2011,12.604,257.7,3.44,4.22,139942.0,9.0,3.156841568622,0.1,-45052.0,226.545,2115.4,9525.1,95.0974,468947.0,299.0,139.306,311.85,585.0,1794.0999755859375,85.37000274658203,111.36000061035156,3.930999994277954,2.9346001148223877
29/08/2011,12.604,257.7,3.44,4.22,139942.0,9.0,3.156841568622,0.1,-45052.0,226.545,2115.4,9525.1,95.0974,468947.0,299.0,139.306,311.85,585.0,1788.4000244140625,87.2699966430664,111.87999725341797,3.8570001125335693,2.906399965286255
30/08/2011,12.604,257.7,3.44,4.22,139942.0,9.0,3.156841568622,0.1,-45052.0,226.545,2115.4,9525.1,95.0974,468947.0,299.0,139.306,311.85,585.0,1826.699951171875,88.9000015258789,114.0199966430664,3.9089999198913574,2.995800018310547
31/08/2011,12.604,257.7,3.44,4.22,139942.0,9.0,3.156841568622,0.1,-45052.0,226.545,2115.4,9525.1,95.0974,468947.0,299.0,139.306,311.85,585.0,1828.5,88.80999755859375,114.8499984741211,4.053999900817871,3.0320000648498535
01/09/2011,13.356,246.5,3.39,4.22,140183.0,9.0,3.156841568622,0.08,-43477.0,226.889,2120.0,9545.3,95.0244,457843.0,304.0,138.664,311.85,650.0,1826.0,88.93000030517578,114.29000091552734,4.050000190734863,2.892699956893921
02/09/2011,13.356,246.5,3.39,4.22,140183.0,9.0,3.156841568622,0.08,-43477.0,226.889,2120.0,9545.3,95.0244,457843.0,304.0,138.664,311.85,650.0,1873.699951171875,86.44999694824219,112.33000183105469,3.871999979019165,2.839600086212158
06/09/2011,13.356,246.5,3.39,4.22,140183.0,9.0,3.156841568622,0.08,-43477.0,226.889,2120.0,9545.3,95.0244,457843.0,304.0,138.664,311.85,650.0,1869.9000244140625,86.0199966430664,112.88999938964844,3.937999963760376,2.8225998878479004
07/09/2011,13.356,246.5,3.39,4.22,140183.0,9.0,3.156841568622,0.08,-43477.0,226.889,2120.0,9545.3,95.0244,457843.0,304.0,138.664,311.85,650.0,1814.199951171875,89.33999633789062,115.80000305175781,3.940000057220459,2.9079999923706055
08/09/2011,13.356,246.5,3.33,4.12,140183.0,9.0,3.156841568622,0.08,-43477.0,226.889,2120.0,9545.3,95.0244,457843.0,304.0,138.664,311.85,650.0,1854.4000244140625,89.05000305175781,114.55000305175781,3.9800000190734863,2.885200023651123
09/09/2011,13.356,246.5,3.33,4.12,140183.0,9.0,3.156841568622,0.08,-43477.0,226.889,2120.0,9545.3,95.0244,457843.0,304.0,138.664,311.85,650.0,1856.4000244140625,87.23999786376953,112.7699966430664,3.9149999618530273,2.7709999084472656
12/09/2011,13.356,246.5,3.33,4.12,140183.0,9.0,3.156841568622,0.08,-43477.0,226.889,2120.0,9545.3,95.0244,457843.0,304.0,138.664,311.85,650.0,1809.9000244140625,88.19000244140625,112.25,3.884999990463257,2.7381999492645264
13/09/2011,13.356,246.5,3.33,4.12,140183.0,9.0,3.156841568622,0.08,-43477.0,226.889,2120.0,9545.3,95.0244,457843.0,304.0,138.664,311.85,650.0,1826.800048828125,90.20999908447266,111.88999938964844,3.9800000190734863,2.7423999309539795
14/09/2011,13.356,246.5,3.33,4.12,140183.0,9.0,3.156841568622,0.08,-43477.0,226.889,2120.0,9545.3,95.0244,457843.0,304.0,138.664,311.85,650.0,1823.5,88.91000366210938,112.4000015258789,4.039000034332275,2.725800037384033
15/09/2011,13.356,246.5,3.3,4.09,140183.0,9.0,3.156841568622,0.08,-43477.0,226.889,2120.0,9545.3,95.0244,457843.0,304.0,138.664,311.85,650.0,1778.5,89.4000015258789,115.33999633789062,3.878000020980835,2.7827999591827393
16/09/2011,13.356,246.5,3.3,4.09,140183.0,9.0,3.156841568622,0.08,-43477.0,226.889,2120.0,9545.3,95.0244,457843.0,304.0,138.664,311.85,650.0,1812.0999755859375,87.95999908447266,112.22000122070312,3.809000015258789,2.78410005569458
19/09/2011,13.356,246.5,3.3,4.09,140183.0,9.0,3.156841568622,0.08,-43477.0,226.889,2120.0,9545.3,95.0244,457843.0,304.0,138.664,311.85,650.0,1776.4000244140625,85.69999694824219,109.13999938964844,3.8289999961853027,2.696500062942505
20/09/2011,13.356,246.5,3.3,4.09,140183.0,9.0,3.156841568622,0.08,-43477.0,226.889,2120.0,9545.3,95.0244,457843.0,304.0,138.664,311.85,650.0,1806.5999755859375,86.88999938964844,110.54000091552734,3.7980000972747803,2.7014000415802
21/09/2011,13.356,246.5,3.3,4.09,140183.0,9.0,3.156841568622,0.08,-43477.0,226.889,2120.0,9545.3,95.0244,457843.0,304.0,138.664,311.85,650.0,1805.5,85.91999816894531,110.36000061035156,3.7300000190734863,2.6665000915527344
22/09/2011,13.356,246.5,3.29,4.09,140183.0,9.0,3.156841568622,0.08,-43477.0,226.889,2120.0,9545.3,95.0244,457843.0,304.0,138.664,311.85,650.0,1739.199951171875,80.51000213623047,105.48999786376953,3.7049999237060547,2.559999942779541
23/09/2011,13.356,246.5,3.29,4.09,140183.0,9.0,3.156841568622,0.08,-43477.0,226.889,2120.0,9545.3,95.0244,457843.0,304.0,138.664,311.85,650.0,1637.5,79.8499984741211,103.97000122070312,3.7009999752044678,2.5546998977661133
26/09/2011,13.356,246.5,3.29,4.09,140183.0,9.0,3.156841568622,0.08,-43477.0,226.889,2120.0,9545.3,95.0244,457843.0,304.0,138.664,311.85,650.0,1592.5,80.23999786376953,103.97000122070312,3.7820000648498535,2.5694000720977783
27/09/2011,13.356,246.5,3.29,4.09,140183.0,9.0,3.156841568622,0.08,-43477.0,226.889,2120.0,9545.3,95.0244,457843.0,304.0,138.664,311.85,650.0,1650.5999755859375,84.44999694824219,107.13999938964844,3.8269999027252197,2.695499897003174
28/09/2011,13.356,246.5,3.29,4.09,140183.0,9.0,3.156841568622,0.08,-43477.0,226.889,2120.0,9545.3,95.0244,457843.0,304.0,138.664,311.85,650.0,1616.300048828125,81.20999908447266,103.80999755859375,3.759000062942505,2.650700092315674
29/09/2011,13.356,246.5,3.28,4.01,140183.0,9.0,3.156841568622,0.08,-43477.0,226.889,2120.0,9545.3,95.0244,457843.0,304.0,138.664,311.85,650.0,1615.5,82.13999938964844,103.94999694824219,3.746999979019165,2.6191999912261963
30/09/2011,13.356,246.5,3.28,4.01,140183.0,9.0,3.156841568622,0.08,-43477.0,226.889,2120.0,9545.3,95.0244,457843.0,304.0,138.664,311.85,650.0,1620.4000244140625,79.19999694824219,102.76000213623047,3.6659998893737793,2.625999927520752
03/10/2011,13.73,283.6,3.28,4.01,140368.0,8.8,3.156841568622,0.07,-45509.0,226.421,2128.5,9578.1,95.6891,463126.0,316.0,137.947,313.28,610.0,1656.0,77.61000061035156,101.70999908447266,3.617000102996826,2.510999917984009
04/10/2011,13.73,283.6,3.28,4.01,140368.0,8.8,3.156841568622,0.07,-45509.0,226.421,2128.5,9578.1,95.6891,463126.0,316.0,137.947,313.28,610.0,1614.699951171875,75.66999816894531,99.79000091552734,3.638000011444092,2.4883999824523926
05/10/2011,13.73,283.6,3.28,4.01,140368.0,8.8,3.156841568622,0.07,-45509.0,226.421,2128.5,9578.1,95.6891,463126.0,316.0,137.947,313.28,610.0,1640.300048828125,79.68000030517578,99.79000091552734,3.569999933242798,2.569200038909912
06/10/2011,13.73,283.6,3.26,3.94,140368.0,8.8,3.156841568622,0.07,-45509.0,226.421,2128.5,9578.1,95.6891,463126.0,316.0,137.947,313.28,610.0,1651.9000244140625,82.58999633789062,105.7300033569336,3.5980000495910645,2.686000108718872
07/10/2011,13.73,283.6,3.26,3.94,140368.0,8.8,3.156841568622,0.07,-45509.0,226.421,2128.5,9578.1,95.6891,463126.0,316.0,137.947,313.28,610.0,1634.5,82.9800033569336,105.87999725341797,3.4809999465942383,2.647599935531616
10/10/2011,13.73,283.6,3.26,3.94,140368.0,8.8,3.156841568622,0.07,-45509.0,226.421,2128.5,9578.1,95.6891,463126.0,316.0,137.947,313.28,610.0,1669.5999755859375,85.41000366210938,108.94999694824219,3.5409998893737793,2.6953001022338867
11/10/2011,13.73,283.6,3.26,3.94,140368.0,8.8,3.156841568622,0.07,-45509.0,226.421,2128.5,9578.1,95.6891,463126.0,316.0,137.947,313.28,610.0,1659.699951171875,85.80999755859375,110.7300033569336,3.615999937057495,2.7476000785827637
12/10/2011,13.73,283.6,3.26,3.94,140368.0,8.8,3.156841568622,0.07,-45509.0,226.421,2128.5,9578.1,95.6891,463126.0,316.0,137.947,313.28,610.0,1681.300048828125,85.56999969482422,111.36000061035156,3.489000082015991,2.748699903488159
13/10/2011,13.73,283.6,3.37,4.12,140368.0,8.8,3.156841568622,0.07,-45509.0,226.421,2128.5,9578.1,95.6891,463126.0,316.0,137.947,313.28,610.0,1667.300048828125,84.2300033569336,111.11000061035156,3.5309998989105225,2.757499933242798
14/10/2011,13.73,283.6,3.37,4.12,140368.0,8.8,3.156841568622,0.07,-45509.0,226.421,2128.5,9578.1,95.6891,463126.0,316.0,137.947,313.28,610.0,1681.800048828125,86.80000305175781,114.68000030517578,3.703000068664551,2.824700117111206
17/10/2011,13.73,283.6,3.37,4.12,140368.0,8.8,3.156841568622,0.07,-45509.0,226.421,2128.5,9578.1,95.6891,463126.0,316.0,137.947,313.28,610.0,1675.5,86.37999725341797,110.16000366210938,3.687999963760376,2.7428998947143555
18/10/2011,13.73,283.6,3.37,4.12,140368.0,8.8,3.156841568622,0.07,-45509.0,226.421,2128.5,9578.1,95.6891,463126.0,316.0,137.947,313.28,610.0,1651.699951171875,88.33999633789062,111.1500015258789,3.552999973297119,2.7469000816345215
19/10/2011,13.73,283.6,3.37,4.12,140368.0,8.8,3.156841568622,0.07,-45509.0,226.421,2128.5,9578.1,95.6891,463126.0,316.0,137.947,313.28,610.0,1646.0,86.11000061035156,108.38999938964844,3.5859999656677246,2.6714999675750732
20/10/2011,13.73,283.6,3.38,4.11,140368.0,8.8,3.156841568622,0.07,-45509.0,226.421,2128.5,9578.1,95.6891,463126.0,316.0,137.947,313.28,610.0,1611.9000244140625,85.30000305175781,109.76000213623047,3.630000114440918,2.67549991607666
21/10/2011,13.73,283.6,3.38,4.11,140368.0,8.8,3.156841568622,0.07,-45509.0,226.421,2128.5,9578.1,95.6891,463126.0,316.0,137.947,313.28,610.0,1635.0999755859375,87.4000015258789,109.55999755859375,3.628999948501587,2.6846001148223877
24/10/2011,13.73,283.6,3.38,4.11,140368.0,8.8,3.156841568622,0.07,-45509.0,226.421,2128.5,9578.1,95.6891,463126.0,316.0,137.947,313.28,610.0,1651.5,91.2699966430664,111.44999694824219,3.6040000915527344,2.688800096511841
25/10/2011,13.73,283.6,3.38,4.11,140368.0,8.8,3.156841568622,0.07,-45509.0,226.421,2128.5,9578.1,95.6891,463126.0,316.0,137.947,313.28,610.0,1699.5999755859375,93.16999816894531,110.91999816894531,3.6579999923706055,2.6998000144958496
26/10/2011,13.73,283.6,3.38,4.11,140368.0,8.8,3.156841568622,0.07,-45509.0,226.421,2128.5,9578.1,95.6891,463126.0,316.0,137.947,313.28,610.0,1722.699951171875,90.19999694824219,108.91000366210938,3.5899999141693115,2.651599884033203
27/10/2011,13.73,283.6,3.38,4.1,140368.0,8.8,3.156841568622,0.07,-45509.0,226.421,2128.5,9578.1,95.6891,463126.0,316.0,137.947,313.28,610.0,1746.699951171875,93.95999908447266,112.08000183105469,3.5239999294281006,2.742000102996826
28/10/2011,13.73,283.6,3.38,4.1,140368.0,8.8,3.156841568622,0.07,-45509.0,226.421,2128.5,9578.1,95.6891,463126.0,316.0,137.947,313.28,610.0,1746.199951171875,93.31999969482422,109.91000366210938,3.9230000972747803,2.6821999549865723
31/10/2011,13.73,283.6,3.38,4.1,140368.0,8.8,3.156841568622,0.07,-45509.0,226.421,2128.5,9578.1,95.6891,463126.0,316.0,137.947,313.28,610.0,1724.199951171875,93.19000244140625,109.55999755859375,3.934000015258789,2.642899990081787
01/11/2011,13.743,284.2,3.38,4.1,140826.0,8.6,3.156841568622,0.08,-47460.0,226.23,2182.0,9629.8,95.6778,471598.0,328.0,137.14600000000002,313.28,711.0,1711.0,92.19000244140625,109.54000091552734,3.7809998989105225,2.6243999004364014
02/11/2011,13.743,284.2,3.38,4.1,140826.0,8.6,3.156841568622,0.08,-47460.0,226.23,2182.0,9629.8,95.6778,471598.0,328.0,137.14600000000002,313.28,711.0,1728.699951171875,92.51000213623047,109.33999633789062,3.749000072479248,2.62719988822937
03/11/2011,13.743,284.2,3.31,4.0,140826.0,8.6,3.156841568622,0.08,-47460.0,226.23,2182.0,9629.8,95.6778,471598.0,328.0,137.14600000000002,313.28,711.0,1764.199951171875,94.06999969482422,110.83000183105469,3.7780001163482666,2.6417999267578125
04/11/2011,13.743,284.2,3.31,4.0,140826.0,8.6,3.156841568622,0.08,-47460.0,226.23,2182.0,9629.8,95.6778,471598.0,328.0,137.14600000000002,313.28,711.0,1755.300048828125,94.26000213623047,111.97000122070312,3.7829999923706055,2.6633999347686768
07/11/2011,13.743,284.2,3.31,4.0,140826.0,8.6,3.156841568622,0.08,-47460.0,226.23,2182.0,9629.8,95.6778,471598.0,328.0,137.14600000000002,313.28,711.0,1790.300048828125,95.5199966430664,114.55999755859375,3.696000099182129,2.7281999588012695
08/11/2011,13.743,284.2,3.31,4.0,140826.0,8.6,3.156841568622,0.08,-47460.0,226.23,2182.0,9629.8,95.6778,471598.0,328.0,137.14600000000002,313.28,711.0,1798.4000244140625,96.80000305175781,115.0,3.744999885559082,2.706399917602539
09/11/2011,13.743,284.2,3.31,4.0,140826.0,8.6,3.156841568622,0.08,-47460.0,226.23,2182.0,9629.8,95.6778,471598.0,328.0,137.14600000000002,313.28,711.0,1790.9000244140625,95.73999786376953,112.30999755859375,3.6519999504089355,2.644200086593628
10/11/2011,13.743,284.2,3.3,3.99,140826.0,8.6,3.156841568622,0.08,-47460.0,226.23,2182.0,9629.8,95.6778,471598.0,328.0,137.14600000000002,313.28,711.0,1758.9000244140625,97.77999877929688,113.70999908447266,3.6489999294281006,2.6368000507354736
11/11/2011,13.743,284.2,3.3,3.99,140826.0,8.6,3.156841568622,0.08,-47460.0,226.23,2182.0,9629.8,95.6778,471598.0,328.0,137.14600000000002,313.28,711.0,1787.5,98.98999786376953,114.16000366210938,3.5840001106262207,2.603800058364868
14/11/2011,13.743,284.2,3.3,3.99,140826.0,8.6,3.156841568622,0.08,-47460.0,226.23,2182.0,9629.8,95.6778,471598.0,328.0,137.14600000000002,313.28,711.0,1777.800048828125,98.13999938964844,111.88999938964844,3.4579999446868896,2.5353000164031982
15/11/2011,13.743,284.2,3.3,3.99,140826.0,8.6,3.156841568622,0.08,-47460.0,226.23,2182.0,9629.8,95.6778,471598.0,328.0,137.14600000000002,313.28,711.0,1781.699951171875,99.37000274658203,112.38999938964844,3.4040000438690186,2.585700035095215
16/11/2011,13.743,284.2,3.3,3.99,140826.0,8.6,3.156841568622,0.08,-47460.0,226.23,2182.0,9629.8,95.6778,471598.0,328.0,137.14600000000002,313.28,711.0,1773.800048828125,102.58999633789062,111.87999725341797,3.3440001010894775,2.6273000240325928
17/11/2011,13.743,284.2,3.31,4.0,140826.0,8.6,3.156841568622,0.08,-47460.0,226.23,2182.0,9629.8,95.6778,471598.0,328.0,137.14600000000002,313.28,711.0,1719.800048828125,98.81999969482422,108.22000122070312,3.4100000858306885,2.5071001052856445
18/11/2011,13.743,284.2,3.31,4.0,140826.0,8.6,3.156841568622,0.08,-47460.0,226.23,2182.0,9629.8,95.6778,471598.0,328.0,137.14600000000002,313.28,711.0,1724.699951171875,97.41000366210938,107.55999755859375,3.315999984741211,2.4783999919891357
21/11/2011,13.743,284.2,3.31,4.0,140826.0,8.6,3.156841568622,0.08,-47460.0,226.23,2182.0,9629.8,95.6778,471598.0,328.0,137.14600000000002,313.28,711.0,1678.300048828125,96.91999816894531,107.55999755859375,3.3989999294281006,2.489000082015991
22/11/2011,13.743,284.2,3.31,4.0,140826.0,8.6,3.156841568622,0.08,-47460.0,226.23,2182.0,9629.8,95.6778,471598.0,328.0,137.14600000000002,313.28,711.0,1702.199951171875,98.01000213623047,109.02999877929688,3.4149999618530273,2.561800003051758
23/11/2011,13.743,284.2,3.3,3.98,140826.0,8.6,3.156841568622,0.08,-47460.0,226.23,2182.0,9629.8,95.6778,471598.0,328.0,137.14600000000002,313.28,711.0,1695.699951171875,96.16999816894531,107.0199966430664,3.4600000381469727,2.517699956893921
25/11/2011,13.743,284.2,3.3,3.98,140826.0,8.6,3.156841568622,0.08,-47460.0,226.23,2182.0,9629.8,95.6778,471598.0,328.0,137.14600000000002,313.28,711.0,1685.5,96.7699966430664,106.4000015258789,3.5420000553131104,2.448899984359741
28/11/2011,13.743,284.2,3.3,3.98,140826.0,8.6,3.156841568622,0.08,-47460.0,226.23,2182.0,9629.8,95.6778,471598.0,328.0,137.14600000000002,313.28,711.0,1710.800048828125,98.20999908447266,109.0,3.364000082015991,2.5181000232696533
29/11/2011,13.743,284.2,3.3,3.98,140826.0,8.6,3.156841568622,0.08,-47460.0,226.23,2182.0,9629.8,95.6778,471598.0,328.0,137.14600000000002,313.28,711.0,1713.4000244140625,99.79000091552734,110.81999969482422,3.632999897003174,2.539099931716919
30/11/2011,13.743,284.2,3.3,3.98,140826.0,8.6,3.156841568622,0.08,-47460.0,226.23,2182.0,9629.8,95.6778,471598.0,328.0,137.14600000000002,313.28,711.0,1745.5,100.36000061035156,110.81999969482422,3.549999952316284,2.567699909210205
01/12/2011,13.798,306.3,3.3,4.0,140902.0,8.5,3.156841568622,0.07,-49473.0,225.672,2165.7,9677.4,96.1809,478391.0,341.0,136.668,313.28,694.0,1735.300048828125,100.19999694824219,108.98999786376953,3.6480000019073486,2.5578999519348145
02/12/2011,13.798,306.3,3.3,4.0,140902.0,8.5,3.156841568622,0.07,-49473.0,225.672,2165.7,9677.4,96.1809,478391.0,341.0,136.668,313.28,694.0,1747.0,100.95999908447266,109.94000244140625,3.5840001106262207,2.6161999702453613
05/12/2011,13.798,306.3,3.3,4.0,140902.0,8.5,3.156841568622,0.07,-49473.0,225.672,2165.7,9677.4,96.1809,478391.0,341.0,136.668,313.28,694.0,1730.699951171875,100.98999786376953,109.80999755859375,3.4609999656677246,2.6136999130249023
06/12/2011,13.798,306.3,3.3,4.0,140902.0,8.5,3.156841568622,0.07,-49473.0,225.672,2165.7,9677.4,96.1809,478391.0,341.0,136.668,313.28,694.0,1727.9000244140625,101.27999877929688,110.80999755859375,3.486999988555908,2.645400047302246
07/12/2011,13.798,306.3,3.3,4.0,140902.0,8.5,3.156841568622,0.07,-49473.0,225.672,2165.7,9677.4,96.1809,478391.0,341.0,136.668,313.28,694.0,1740.9000244140625,100.48999786376953,109.52999877929688,3.4210000038146973,2.586899995803833
08/12/2011,13.798,306.3,3.27,3.99,140902.0,8.5,3.156841568622,0.07,-49473.0,225.672,2165.7,9677.4,96.1809,478391.0,341.0,136.668,313.28,694.0,1709.800048828125,98.33999633789062,108.11000061035156,3.4570000171661377,2.5666000843048096
09/12/2011,13.798,306.3,3.27,3.99,140902.0,8.5,3.156841568622,0.07,-49473.0,225.672,2165.7,9677.4,96.1809,478391.0,341.0,136.668,313.28,694.0,1712.800048828125,99.41000366210938,108.62000274658203,3.316999912261963,2.596100091934204
12/12/2011,13.798,306.3,3.27,3.99,140902.0,8.5,3.156841568622,0.07,-49473.0,225.672,2165.7,9677.4,96.1809,478391.0,341.0,136.668,313.28,694.0,1664.199951171875,97.7699966430664,107.26000213623047,3.253999948501587,2.5636000633239746
13/12/2011,13.798,306.3,3.27,3.99,140902.0,8.5,3.156841568622,0.07,-49473.0,225.672,2165.7,9677.4,96.1809,478391.0,341.0,136.668,313.28,694.0,1659.9000244140625,100.13999938964844,109.5,3.2790000438690186,2.6254000663757324
14/12/2011,13.798,306.3,3.27,3.99,140902.0,8.5,3.156841568622,0.07,-49473.0,225.672,2165.7,9677.4,96.1809,478391.0,341.0,136.668,313.28,694.0,1584.300048828125,94.94999694824219,105.0199966430664,3.135999917984009,2.503700017929077
15/12/2011,13.798,306.3,3.21,3.94,140902.0,8.5,3.156841568622,0.07,-49473.0,225.672,2165.7,9677.4,96.1809,478391.0,341.0,136.668,313.28,694.0,1574.5999755859375,93.87000274658203,105.08999633789062,3.127000093460083,2.4876999855041504
16/12/2011,13.798,306.3,3.21,3.94,140902.0,8.5,3.156841568622,0.07,-49473.0,225.672,2165.7,9677.4,96.1809,478391.0,341.0,136.668,313.28,694.0,1595.5999755859375,93.52999877929688,103.3499984741211,3.127000093460083,2.486999988555908
19/12/2011,13.798,306.3,3.21,3.94,140902.0,8.5,3.156841568622,0.07,-49473.0,225.672,2165.7,9677.4,96.1809,478391.0,341.0,136.668,313.28,694.0,1594.4000244140625,93.87999725341797,103.63999938964844,3.0959999561309814,2.4890999794006348
20/12/2011,13.798,306.3,3.21,3.94,140902.0,8.5,3.156841568622,0.07,-49473.0,225.672,2165.7,9677.4,96.1809,478391.0,341.0,136.668,313.28,694.0,1615.5999755859375,97.22000122070312,106.7300033569336,3.128000020980835,2.578700065612793
21/12/2011,13.798,306.3,3.21,3.94,140902.0,8.5,3.156841568622,0.07,-49473.0,225.672,2165.7,9677.4,96.1809,478391.0,341.0,136.668,313.28,694.0,1611.9000244140625,98.66999816894531,107.70999908447266,3.1549999713897705,2.6198999881744385
22/12/2011,13.798,306.3,3.21,3.91,140902.0,8.5,3.156841568622,0.07,-49473.0,225.672,2165.7,9677.4,96.1809,478391.0,341.0,136.668,313.28,694.0,1608.9000244140625,99.52999877929688,107.88999938964844,3.1689999103546143,2.6398000717163086
23/12/2011,13.798,306.3,3.21,3.91,140902.0,8.5,3.156841568622,0.07,-49473.0,225.672,2165.7,9677.4,96.1809,478391.0,341.0,136.668,313.28,694.0,1604.699951171875,99.68000030517578,107.95999908447266,3.114000082015991,2.6872000694274902
27/12/2011,13.798,306.3,3.21,3.91,140902.0,8.5,3.156841568622,0.07,-49473.0,225.672,2165.7,9677.4,96.1809,478391.0,341.0,136.668,313.28,694.0,1594.199951171875,101.33999633789062,109.2699966430664,3.111999988555908,2.688800096511841
28/12/2011,13.798,306.3,3.21,3.91,140902.0,8.5,3.156841568622,0.07,-49473.0,225.672,2165.7,9677.4,96.1809,478391.0,341.0,136.668,313.28,694.0,1562.9000244140625,99.36000061035156,107.55999755859375,3.0840001106262207,2.6512999534606934
29/12/2011,13.798,306.3,3.24,3.95,140902.0,8.5,3.156841568622,0.07,-49473.0,225.672,2165.7,9677.4,96.1809,478391.0,341.0,136.668,313.28,694.0,1539.9000244140625,99.6500015258789,108.01000213623047,3.0269999504089355,2.6800999641418457
30/12/2011,13.798,306.3,3.24,3.95,140902.0,8.5,3.156841568622,0.07,-49473.0,225.672,2165.7,9677.4,96.1809,478391.0,341.0,136.668,313.28,694.0,1565.800048828125,98.83000183105469,107.37999725341797,2.989000082015991,2.686300039291382
03/01/2012,14.395,327.1,3.24,3.95,141584.0,8.3,2.06933726526067,0.08,-50126.0,226.665,2201.8,9750.5,96.7595,481515.0,335.0,136.602,309.99,723.0,1599.699951171875,102.95999908447266,112.12999725341797,2.993000030517578,2.7486000061035156
04/01/2012,14.395,327.1,3.24,3.95,141584.0,8.3,2.06933726526067,0.08,-50126.0,226.665,2201.8,9750.5,96.7595,481515.0,335.0,136.602,309.99,723.0,1611.9000244140625,103.22000122070312,113.69999694824219,3.0959999561309814,2.7852001190185547
05/01/2012,14.395,327.1,3.23,3.91,141584.0,8.3,2.06933726526067,0.08,-50126.0,226.665,2201.8,9750.5,96.7595,481515.0,335.0,136.602,309.99,723.0,1619.4000244140625,101.80999755859375,112.73999786376953,2.9800000190734863,2.7365000247955322
06/01/2012,14.395,327.1,3.23,3.91,141584.0,8.3,2.06933726526067,0.08,-50126.0,226.665,2201.8,9750.5,96.7595,481515.0,335.0,136.602,309.99,723.0,1616.0999755859375,101.55999755859375,113.05999755859375,3.062000036239624,2.7516000270843506
09/01/2012,14.395,327.1,3.23,3.91,141584.0,8.3,2.06933726526067,0.08,-50126.0,226.665,2201.8,9750.5,96.7595,481515.0,335.0,136.602,309.99,723.0,1607.5,101.30999755859375,112.44999694824219,3.010999917984009,2.759000062942505
10/01/2012,14.395,327.1,3.23,3.91,141584.0,8.3,2.06933726526067,0.08,-50126.0,226.665,2201.8,9750.5,96.7595,481515.0,335.0,136.602,309.99,723.0,1631.0,102.23999786376953,113.27999877929688,2.940999984741211,2.7727999687194824
11/01/2012,14.395,327.1,3.23,3.91,141584.0,8.3,2.06933726526067,0.08,-50126.0,226.665,2201.8,9750.5,96.7595,481515.0,335.0,136.602,309.99,723.0,1639.199951171875,100.87000274658203,112.23999786376953,2.7739999294281006,2.7632999420166016
12/01/2012,14.395,327.1,3.16,3.89,141584.0,8.3,2.06933726526067,0.08,-50126.0,226.665,2201.8,9750.5,96.7595,481515.0,335.0,136.602,309.99,723.0,1647.300048828125,99.0999984741211,111.26000213623047,2.697000026702881,2.731300115585327
